id,地图,郡,等级,类型,x,y
167188,宜都,宜都郡,10,木,732,690
167190,宜都,宜都郡,10,粮,733,651
167197,宜都,宜都郡,10,铁,734,607
167198,宜都,宜都郡,10,木,735,626
167199,宜都,宜都郡,10,石,735,635
167201,宜都,宜都郡,10,石,735,673
167200,宜都,宜都郡,10,木,736,670
167217,宜都,宜都郡,10,铁,737,783
167216,宜都,宜都郡,10,石,737,789
167215,宜都,宜都郡,10,粮,738,812
167231,宜都,宜都郡,10,粮,739,612
167212,宜都,宜都郡,10,铜,739,830
167228,宜都,宜都郡,10,木,740,640
167213,宜都,宜都郡,10,木,740,829
167210,宜都,宜都郡,10,铜,740,843
167234,宜都,宜都郡,10,铁,742,662
167236,宜都,宜都郡,10,铁,742,724
167255,宜都,宜都郡,10,粮,744,635
167253,宜都,宜都郡,10,粮,744,723
167250,宜都,宜都郡,10,粮,744,786
167249,宜都,宜都郡,10,粮,744,796
167252,宜都,宜都郡,10,粮,745,737
167251,宜都,宜都郡,10,石,745,776
167275,宜都,宜都郡,10,粮,747,831
167258,宜都,宜都郡,10,粮,748,653
167269,宜都,宜都郡,10,石,748,787
167272,宜都,宜都郡,10,粮,748,811
167259,宜都,宜都郡,10,石,749,666
167263,宜都,宜都郡,10,粮,749,719
167279,宜都,宜都郡,10,石,751,677
167277,宜都,宜都郡,10,粮,751,826
167280,宜都,宜都郡,10,铁,754,659
167283,宜都,宜都郡,10,铁,754,726
167287,宜都,宜都郡,10,粮,754,768
167288,宜都,宜都郡,10,木,754,809
167289,宜都,宜都郡,10,石,754,830
167302,宜都,宜都郡,10,木,758,731
167304,宜都,宜都郡,10,木,759,655
167296,宜都,宜都郡,10,石,759,791
167315,宜都,宜都郡,10,铁,761,740
167319,宜都,宜都郡,10,粮,762,842
167314,宜都,宜都郡,10,石,763,738
167320,宜都,宜都郡,10,铁,763,841
167329,宜都,宜都郡,10,粮,764,756
167327,宜都,宜都郡,10,铁,764,767
167332,宜都,宜都郡,10,木,765,722
167326,宜都,宜都郡,10,粮,765,773
167323,宜都,宜都郡,10,粮,765,816
167330,宜都,宜都郡,10,木,766,735
167353,宜都,宜都郡,10,粮,768,823
167338,宜都,宜都郡,10,铜,769,659
167342,宜都,宜都郡,10,石,769,672
167344,宜都,宜都郡,10,铁,769,684
167351,宜都,宜都郡,10,石,769,812
167352,宜都,宜都郡,10,铜,769,816
167347,宜都,宜都郡,10,木,770,765
167364,宜都,宜都郡,10,粮,772,659
167362,宜都,宜都郡,10,铁,772,717
167361,宜都,宜都郡,10,铁,772,756
167359,宜都,宜都郡,10,粮,772,783
167367,宜都,宜都郡,10,石,774,776
167366,宜都,宜都郡,10,铁,775,763
167379,宜都,宜都郡,10,铜,777,696
167371,宜都,宜都郡,10,铁,777,823
167378,宜都,宜都郡,10,粮,780,744
167382,宜都,宜都郡,10,铜,781,688
167383,宜都,宜都郡,10,木,781,694
167387,宜都,宜都郡,10,铁,783,781
167392,宜都,宜都郡,10,木,785,771
167390,宜都,宜都郡,10,石,785,795
167395,宜都,宜都郡,10,粮,787,696
167394,宜都,宜都郡,10,石,788,694
167398,宜都,宜都郡,10,铁,789,787
167406,宜都,宜都郡,10,木,794,684
167409,宜都,宜都郡,10,铁,795,732
167408,宜都,宜都郡,10,石,796,713
167425,宜都,宜都郡,10,铁,797,723
167414,宜都,宜都郡,10,木,798,796
167422,宜都,宜都郡,10,石,799,754
167419,宜都,宜都郡,10,石,800,774
167418,宜都,宜都郡,10,木,800,787
167428,宜都,宜都郡,10,铁,801,701
167429,宜都,宜都郡,10,木,801,708
167436,宜都,宜都郡,10,木,806,687
167439,宜都,宜都郡,10,石,808,715
167438,宜都,宜都郡,10,铜,809,698
167441,宜都,宜都郡,10,粮,810,768
167450,宜都,宜都郡,10,铁,811,707
167444,宜都,宜都郡,10,铜,811,778
167454,宜都,宜都郡,10,铜,812,691
167449,宜都,宜都郡,10,粮,812,711
167451,宜都,宜都郡,10,铁,813,706
167458,宜都,宜都郡,10,石,814,731
167462,宜都,宜都郡,10,木,814,752
167459,宜都,宜都郡,10,铁,815,730
167467,宜都,宜都郡,10,铁,818,756
167470,宜都,宜都郡,10,粮,819,725
167471,宜都,宜都郡,10,石,820,711
167472,宜都,宜都郡,10,粮,823,709
167479,宜都,宜都郡,10,粮,824,765
167482,宜都,宜都郡,10,铁,826,700
167492,宜都,宜都郡,10,石,828,761
167489,宜都,宜都郡,10,粮,829,749
167486,宜都,宜都郡,10,石,830,735
167494,宜都,宜都郡,10,粮,832,768
167496,宜都,宜都郡,10,石,835,747
166760,宜都,宜都郡,9,粮,580,679
166763,宜都,宜都郡,9,木,583,682
166764,宜都,宜都郡,9,木,583,694
166770,宜都,宜都郡,9,石,591,686
166768,宜都,宜都郡,9,铜,591,696
166769,宜都,宜都郡,9,粮,592,690
166771,宜都,宜都郡,9,木,593,666
166767,宜都,宜都郡,9,木,593,708
166774,宜都,宜都郡,9,木,596,653
166777,宜都,宜都郡,9,石,596,705
166782,宜都,宜都郡,9,木,598,668
166781,宜都,宜都郡,9,木,598,689
166778,宜都,宜都郡,9,铁,600,741
166784,宜都,宜都郡,9,铜,601,679
166789,宜都,宜都郡,9,铜,601,716
166786,宜都,宜都郡,9,石,602,695
166790,宜都,宜都郡,9,铁,602,741
166787,宜都,宜都郡,9,铁,603,698
166796,宜都,宜都郡,9,木,605,665
166793,宜都,宜都郡,9,铁,605,698
166794,宜都,宜都郡,9,粮,606,678
166806,宜都,宜都郡,9,铜,607,723
166798,宜都,宜都郡,9,铜,608,652
166800,宜都,宜都郡,9,木,608,689
166803,宜都,宜都郡,9,铁,609,712
166799,宜都,宜都郡,9,铁,610,652
166804,宜都,宜都郡,9,铁,610,718
166808,宜都,宜都郡,9,木,611,724
166816,宜都,宜都郡,9,石,613,636
166817,宜都,宜都郡,9,铁,616,653
166826,宜都,宜都郡,9,铜,618,661
166828,宜都,宜都郡,9,石,619,650
166832,宜都,宜都郡,9,石,621,662
166833,宜都,宜都郡,9,木,622,665
166835,宜都,宜都郡,9,石,622,727
166837,宜都,宜都郡,9,粮,622,736
166839,宜都,宜都郡,9,粮,622,741
166830,宜都,宜都郡,9,铁,623,641
166831,宜都,宜都郡,9,木,623,645
166834,宜都,宜都郡,9,木,623,724
166841,宜都,宜都郡,9,铁,624,717
166840,宜都,宜都郡,9,石,624,738
166843,宜都,宜都郡,9,粮,626,652
166842,宜都,宜都郡,9,石,626,705
166847,宜都,宜都郡,9,石,627,681
166854,宜都,宜都郡,9,木,627,744
166846,宜都,宜都郡,9,粮,629,669
166853,宜都,宜都郡,9,铜,629,738
166860,宜都,宜都郡,9,石,632,695
166858,宜都,宜都郡,9,木,633,729
166857,宜都,宜都郡,9,木,633,731
166861,宜都,宜都郡,9,石,634,623
166863,宜都,宜都郡,9,石,634,682
166870,宜都,宜都郡,9,粮,634,726
166873,宜都,宜都郡,9,铁,634,741
166871,宜都,宜都郡,9,铁,635,729
166864,宜都,宜都郡,9,铁,636,684
166874,宜都,宜都郡,9,粮,636,744
166879,宜都,宜都郡,9,粮,638,671
166875,宜都,宜都郡,9,木,639,719
166882,宜都,宜都郡,9,粮,642,717
166883,宜都,宜都郡,9,粮,642,720
166893,宜都,宜都郡,9,石,644,631
166891,宜都,宜都郡,9,粮,646,679
166900,宜都,宜都郡,9,石,648,721
166902,宜都,宜都郡,9,铁,648,739
166894,宜都,宜都郡,9,木,649,628
166899,宜都,宜都郡,9,石,649,691
166896,宜都,宜都郡,9,铁,650,666
166905,宜都,宜都郡,9,石,651,697
166909,宜都,宜都郡,9,铁,652,627
166904,宜都,宜都郡,9,石,652,726
166903,宜都,宜都郡,9,木,653,733
166912,宜都,宜都郡,9,粮,654,659
166911,宜都,宜都郡,9,铁,656,652
166914,宜都,宜都郡,9,粮,656,724
166920,宜都,宜都郡,9,木,656,784
166927,宜都,宜都郡,9,木,657,657
166921,宜都,宜都郡,9,粮,657,773
166930,宜都,宜都郡,9,粮,658,639
166923,宜都,宜都郡,9,铜,658,770
166928,宜都,宜都郡,9,木,659,650
166922,宜都,宜都郡,9,木,660,771
166933,宜都,宜都郡,9,铁,661,635
166936,宜都,宜都郡,9,木,661,688
166943,宜都,宜都郡,9,粮,665,721
166950,宜都,宜都郡,9,铜,666,624
166945,宜都,宜都郡,9,木,666,655
166944,宜都,宜都郡,9,铜,666,663
166952,宜都,宜都郡,9,石,667,643
166958,宜都,宜都郡,9,铁,667,764
166959,宜都,宜都郡,9,铁,667,775
166956,宜都,宜都郡,9,铜,668,754
166953,宜都,宜都郡,9,石,670,658
166954,宜都,宜都郡,9,铜,670,697
166955,宜都,宜都郡,9,石,670,705
166957,宜都,宜都郡,9,铜,670,763
166960,宜都,宜都郡,9,粮,670,811
166961,宜都,宜都郡,9,铁,671,794
166967,宜都,宜都郡,9,铁,674,640
166968,宜都,宜都郡,9,粮,674,649
166965,宜都,宜都郡,9,木,675,625
166970,宜都,宜都郡,9,石,675,665
166971,宜都,宜都郡,9,铁,675,700
166973,宜都,宜都郡,9,铁,675,715
166969,宜都,宜都郡,9,石,676,656
166972,宜都,宜都郡,9,石,676,712
166987,宜都,宜都郡,9,铁,677,652
166983,宜都,宜都郡,9,粮,677,697
166982,宜都,宜都郡,9,石,677,700
166976,宜都,宜都郡,9,粮,677,779
166985,宜都,宜都郡,9,粮,678,663
166979,宜都,宜都郡,9,木,678,765
166984,宜都,宜都郡,9,铁,679,688
166977,宜都,宜都郡,9,石,679,770
166980,宜都,宜都郡,9,石,680,733
166995,宜都,宜都郡,9,石,681,676
167003,宜都,宜都郡,9,粮,681,773
166993,宜都,宜都郡,9,粮,682,648
167000,宜都,宜都郡,9,石,682,734
166994,宜都,宜都郡,9,铜,683,653
166998,宜都,宜都郡,9,木,683,695
166999,宜都,宜都郡,9,铜,683,709
167001,宜都,宜都郡,9,石,683,737
167020,宜都,宜都郡,9,铁,684,608
167015,宜都,宜都郡,9,铁,684,657
167011,宜都,宜都郡,9,铁,684,717
167008,宜都,宜都郡,9,木,684,783
167016,宜都,宜都郡,9,木,685,651
167014,宜都,宜都郡,9,石,685,660
167013,宜都,宜都郡,9,铁,685,697
167006,宜都,宜都郡,9,铜,686,806
167026,宜都,宜都郡,9,铁,687,698
167031,宜都,宜都郡,9,木,687,808
167027,宜都,宜都郡,9,木,688,775
167024,宜都,宜都郡,9,铁,689,646
167023,宜都,宜都郡,9,石,690,644
167045,宜都,宜都郡,9,粮,691,656
167032,宜都,宜都郡,9,石,691,819
167047,宜都,宜都郡,9,石,692,655
167035,宜都,宜都郡,9,石,692,804
167033,宜都,宜都郡,9,木,692,806
167046,宜都,宜都郡,9,木,693,657
167043,宜都,宜都郡,9,木,693,681
167041,宜都,宜都郡,9,石,693,702
167050,宜都,宜都郡,9,铜,694,656
167049,宜都,宜都郡,9,木,696,613
167051,宜都,宜都郡,9,石,696,685
167053,宜都,宜都郡,9,铁,696,757
167054,宜都,宜都郡,9,木,696,779
167060,宜都,宜都郡,9,铜,698,775
167057,宜都,宜都郡,9,石,698,793
167075,宜都,宜都郡,9,铜,701,766
167066,宜都,宜都郡,9,铜,702,618
167074,宜都,宜都郡,9,石,702,727
167072,宜都,宜都郡,9,木,703,689
167073,宜都,宜都郡,9,木,703,712
167076,宜都,宜都郡,9,铜,703,771
167077,宜都,宜都郡,9,铁,703,781
167085,宜都,宜都郡,9,木,704,723
167084,宜都,宜都郡,9,铜,704,737
167079,宜都,宜都郡,9,粮,704,823
167090,宜都,宜都郡,9,铜,705,616
167088,宜都,宜都郡,9,铁,706,645
167087,宜都,宜都郡,9,粮,706,651
167080,宜都,宜都郡,9,石,706,804
167095,宜都,宜都郡,9,铁,710,687
167096,宜都,宜都郡,9,石,710,689
167102,宜都,宜都郡,9,木,710,826
167106,宜都,宜都郡,9,铜,711,764
167103,宜都,宜都郡,9,木,711,803
167116,宜都,宜都郡,9,铜,712,603
167115,宜都,宜都郡,9,粮,712,614
167113,宜都,宜都郡,9,石,712,625
167110,宜都,宜都郡,9,铁,712,650
167109,宜都,宜都郡,9,木,712,686
167108,宜都,宜都郡,9,木,712,727
167111,宜都,宜都郡,9,铜,713,650
167105,宜都,宜都郡,9,木,713,774
167117,宜都,宜都郡,9,铁,714,597
167118,宜都,宜都郡,9,粮,714,600
167120,宜都,宜都郡,9,铁,714,624
167123,宜都,宜都郡,9,铜,714,683
167127,宜都,宜都郡,9,粮,714,771
167131,宜都,宜都郡,9,石,714,805
167122,宜都,宜都郡,9,粮,715,638
167128,宜都,宜都郡,9,石,715,777
167119,宜都,宜都郡,9,石,716,601
167121,宜都,宜都郡,9,粮,716,628
167129,宜都,宜都郡,9,木,716,778
167150,宜都,宜都郡,9,石,717,594
167142,宜都,宜都郡,9,铁,718,721
167137,宜都,宜都郡,9,石,718,823
167136,宜都,宜都郡,9,铜,718,837
167134,宜都,宜都郡,9,铁,718,843
167148,宜都,宜都郡,9,粮,719,623
167147,宜都,宜都郡,9,石,719,626
167145,宜都,宜都郡,9,铜,719,656
167135,宜都,宜都郡,9,木,719,840
167139,宜都,宜都郡,9,粮,720,807
167158,宜都,宜都郡,9,铁,721,773
167152,宜都,宜都郡,9,木,722,625
167153,宜都,宜都郡,9,铁,722,651
167159,宜都,宜都郡,9,铁,722,777
167151,宜都,宜都郡,9,粮,723,606
167161,宜都,宜都郡,9,粮,723,820
167165,宜都,宜都郡,9,铁,724,650
167163,宜都,宜都郡,9,石,724,671
167162,宜都,宜都郡,9,石,724,755
167168,宜都,宜都郡,9,铜,727,601
167172,宜都,宜都郡,9,木,727,627
167175,宜都,宜都郡,9,木,727,683
167169,宜都,宜都郡,9,粮,728,608
167170,宜都,宜都郡,9,铁,730,611
167174,宜都,宜都郡,9,铜,730,656
167179,宜都,宜都郡,9,粮,730,804
167194,宜都,宜都郡,9,铜,731,622
167191,宜都,宜都郡,9,木,731,647
167187,宜都,宜都郡,9,粮,731,708
167184,宜都,宜都郡,9,铁,731,814
167193,宜都,宜都郡,9,石,732,629
167189,宜都,宜都郡,9,铁,732,669
167186,宜都,宜都郡,9,铜,732,720
167195,宜都,宜都郡,9,粮,733,621
167205,宜都,宜都郡,9,木,734,788
167206,宜都,宜都郡,9,木,734,792
167207,宜都,宜都郡,9,铁,735,804
167202,宜都,宜都郡,9,木,736,679
167226,宜都,宜都郡,9,铜,737,655
167223,宜都,宜都郡,9,石,737,669
167220,宜都,宜都郡,9,铁,737,717
167224,宜都,宜都郡,9,木,738,669
167230,宜都,宜都郡,9,木,739,614
167219,宜都,宜都郡,9,石,739,739
167214,宜都,宜都郡,9,铁,739,819
167209,宜都,宜都郡,9,粮,739,846
167227,宜都,宜都郡,9,铜,740,647
167218,宜都,宜都郡,9,石,740,771
167211,宜都,宜都郡,9,木,740,840
167233,宜都,宜都郡,9,粮,741,656
167237,宜都,宜都郡,9,铁,741,738
167244,宜都,宜都郡,9,铁,741,835
167232,宜都,宜都郡,9,粮,742,633
167235,宜都,宜都郡,9,粮,742,676
167242,宜都,宜都郡,9,铜,742,824
167238,宜都,宜都郡,9,木,743,779
167239,宜都,宜都郡,9,粮,743,784
167240,宜都,宜都郡,9,粮,743,786
167241,宜都,宜都郡,9,铁,743,797
167243,宜都,宜都郡,9,石,743,834
167254,宜都,宜都郡,9,铜,744,657
167247,宜都,宜都郡,9,粮,744,821
167248,宜都,宜都郡,9,铁,746,817
167246,宜都,宜都郡,9,石,746,835
167271,宜都,宜都郡,9,石,747,807
167274,宜都,宜都郡,9,铜,747,826
167260,宜都,宜都郡,9,粮,748,668
167266,宜都,宜都郡,9,石,748,741
167268,宜都,宜都郡,9,石,748,781
167257,宜都,宜都郡,9,粮,749,634
167265,宜都,宜都郡,9,铁,749,732
167267,宜都,宜都郡,9,粮,749,763
167270,宜都,宜都郡,9,石,749,791
167261,宜都,宜都郡,9,木,750,681
167264,宜都,宜都郡,9,木,750,730
167278,宜都,宜都郡,9,粮,752,685
167281,宜都,宜都郡,9,铁,754,670
167285,宜都,宜都郡,9,粮,754,738
167286,宜都,宜都郡,9,铜,755,737
167290,宜都,宜都郡,9,粮,755,830
167284,宜都,宜都郡,9,粮,756,731
167292,宜都,宜都郡,9,石,756,846
167305,宜都,宜都郡,9,木,757,654
167301,宜都,宜都郡,9,铜,757,745
167300,宜都,宜都郡,9,木,758,746
167293,宜都,宜都郡,9,石,758,843
167295,宜都,宜都郡,9,铁,759,806
167303,宜都,宜都郡,9,铁,760,707
167298,宜都,宜都郡,9,木,760,752
167297,宜都,宜都郡,9,石,760,786
167306,宜都,宜都郡,9,石,761,646
167307,宜都,宜都郡,9,粮,761,655
167312,宜都,宜都郡,9,粮,761,716
167311,宜都,宜都郡,9,铜,761,717
167318,宜都,宜都郡,9,铁,761,832
167316,宜都,宜都郡,9,粮,762,763
167308,宜都,宜都郡,9,木,763,680
167313,宜都,宜都郡,9,木,763,726
167336,宜都,宜都郡,9,铜,764,650
167331,宜都,宜都郡,9,铜,765,731
167321,宜都,宜都郡,9,铁,765,848
167335,宜都,宜都郡,9,铁,766,661
167334,宜都,宜都郡,9,铁,766,684
167325,宜都,宜都郡,9,铁,766,777
167324,宜都,宜都郡,9,粮,766,792
167339,宜都,宜都郡,9,粮,767,664
167355,宜都,宜都郡,9,铜,767,842
167340,宜都,宜都郡,9,粮,768,667
167354,宜都,宜都郡,9,铜,768,836
167345,宜都,宜都郡,9,石,769,708
167346,宜都,宜都郡,9,铁,769,713
167348,宜都,宜都郡,9,粮,769,783
167341,宜都,宜都郡,9,石,770,671
167343,宜都,宜都郡,9,铜,770,681
167358,宜都,宜都郡,9,石,772,808
167363,宜都,宜都郡,9,粮,773,715
167365,宜都,宜都郡,9,粮,776,742
167368,宜都,宜都郡,9,木,776,778
167369,宜都,宜都郡,9,铜,776,790
167375,宜都,宜都郡,9,粮,777,757
167377,宜都,宜都郡,9,铁,778,745
167380,宜都,宜都郡,9,粮,779,695
167373,宜都,宜都郡,9,木,779,786
167381,宜都,宜都郡,9,铁,781,687
167388,宜都,宜都郡,9,木,782,786
167389,宜都,宜都郡,9,粮,782,796
167386,宜都,宜都郡,9,石,783,779
167391,宜都,宜都郡,9,铁,784,778
167393,宜都,宜都郡,9,木,786,749
167397,宜都,宜都郡,9,粮,787,757
167400,宜都,宜都郡,9,铜,787,794
167401,宜都,宜都郡,9,石,789,798
167405,宜都,宜都郡,9,粮,791,683
167402,宜都,宜都郡,9,木,792,796
167407,宜都,宜都郡,9,铜,796,697
167410,宜都,宜都郡,9,石,796,757
167413,宜都,宜都郡,9,粮,796,798
167424,宜都,宜都郡,9,铜,797,729
167421,宜都,宜都郡,9,石,797,761
167426,宜都,宜都郡,9,木,799,702
167415,宜都,宜都郡,9,铜,799,796
167423,宜都,宜都郡,9,石,800,751
167420,宜都,宜都郡,9,粮,800,773
167416,宜都,宜都郡,9,铜,800,797
167430,宜都,宜都郡,9,铁,801,720
167432,宜都,宜都郡,9,木,803,770
167434,宜都,宜都郡,9,粮,804,711
167433,宜都,宜都郡,9,铁,806,794
167443,宜都,宜都郡,9,木,808,795
167442,宜都,宜都郡,9,木,809,789
167437,宜都,宜都郡,9,铁,810,685
167440,宜都,宜都郡,9,铜,810,716
167455,宜都,宜都郡,9,粮,811,685
167452,宜都,宜都郡,9,粮,811,698
167453,宜都,宜都郡,9,木,813,698
167447,宜都,宜都郡,9,木,813,754
167446,宜都,宜都郡,9,石,813,775
167460,宜都,宜都郡,9,铁,814,741
167461,宜都,宜都郡,9,木,814,746
167463,宜都,宜都郡,9,木,814,770
167457,宜都,宜都郡,9,铁,816,693
167469,宜都,宜都郡,9,石,817,734
167468,宜都,宜都郡,9,铜,818,752
167466,宜都,宜都郡,9,铜,818,760
167464,宜都,宜都郡,9,粮,819,791
167465,宜都,宜都郡,9,石,820,766
167473,宜都,宜都郡,9,石,823,711
167474,宜都,宜都郡,9,石,823,719
167477,宜都,宜都郡,9,粮,824,778
167476,宜都,宜都郡,9,粮,824,779
167481,宜都,宜都郡,9,木,825,728
167480,宜都,宜都郡,9,木,826,743
167478,宜都,宜都郡,9,粮,826,771
167493,宜都,宜都郡,9,石,827,765
167483,宜都,宜都郡,9,铁,828,708
167487,宜都,宜都郡,9,粮,829,736
167491,宜都,宜都郡,9,铁,829,759
167484,宜都,宜都郡,9,铁,830,720
167488,宜都,宜都郡,9,铁,830,745
167497,宜都,宜都郡,9,铜,835,751
167498,宜都,宜都郡,9,粮,840,759
167500,宜都,宜都郡,9,石,841,738
167501,宜都,宜都郡,9,铁,841,739
167499,宜都,宜都郡,9,铁,842,727
166766,宜都,宜都郡,8,铜,589,699
166765,宜都,宜都郡,8,铜,590,653
166773,宜都,宜都郡,8,铜,591,649
166772,宜都,宜都郡,8,铜,592,660
166791,宜都,宜都郡,8,铜,603,741
166805,宜都,宜都郡,8,铜,607,719
166811,宜都,宜都郡,8,铜,611,661
166810,宜都,宜都郡,8,铜,611,673
166809,宜都,宜都郡,8,铜,612,725
166818,宜都,宜都郡,8,铜,614,657
166822,宜都,宜都郡,8,铜,615,700
166820,宜都,宜都郡,8,铜,616,670
166821,宜都,宜都郡,8,铜,616,675
166825,宜都,宜都郡,8,铜,617,696
166829,宜都,宜都郡,8,铜,619,643
166824,宜都,宜都郡,8,铜,619,712
166838,宜都,宜都郡,8,铜,621,737
166848,宜都,宜都郡,8,铜,628,684
166849,宜都,宜都郡,8,铜,628,685
166844,宜都,宜都郡,8,铜,630,645
166869,宜都,宜都郡,8,铜,634,713
166868,宜都,宜都郡,8,铜,635,706
166878,宜都,宜都郡,8,铜,639,682
166881,宜都,宜都郡,8,铜,641,708
166892,宜都,宜都郡,8,铜,644,643
166889,宜都,宜都郡,8,铜,644,733
166887,宜都,宜都郡,8,铜,644,773
166888,宜都,宜都郡,8,铜,646,738
166901,宜都,宜都郡,8,铜,648,734
166907,宜都,宜都郡,8,铜,652,691
166916,宜都,宜都郡,8,铜,654,753
166918,宜都,宜都郡,8,铜,654,773
166919,宜都,宜都郡,8,铜,655,779
166915,宜都,宜都郡,8,铜,656,740
166932,宜都,宜都郡,8,铜,657,626
166926,宜都,宜都郡,8,铜,657,675
166931,宜都,宜都郡,8,铜,658,631
166925,宜都,宜都郡,8,铜,659,711
166934,宜都,宜都郡,8,铜,661,652
166937,宜都,宜都郡,8,铜,663,723
166940,宜都,宜都郡,8,铜,663,757
166949,宜都,宜都郡,8,铜,664,624
166942,宜都,宜都郡,8,铜,665,727
166947,宜都,宜都郡,8,铜,666,639
