id,地图,郡,等级,类型,x,y
61890,河南,河南尹,10,铁,771,810
61892,河南,河南尹,10,铁,772,791
61886,河南,河南尹,10,铜,772,996
61896,河南,河南尹,10,粮,773,939
61897,河南,河南尹,10,铜,774,945
61904,河南,河南尹,10,木,775,818
61909,河南,河南尹,10,木,780,801
61908,河南,河南尹,10,粮,780,822
61912,河南,河南尹,10,木,781,801
61911,河南,河南尹,10,铁,782,796
61914,河南,河南尹,10,木,782,969
61915,河南,河南尹,10,木,783,979
61918,河南,河南尹,10,木,784,827
61916,河南,河南尹,10,木,784,975
61922,河南,河南尹,10,木,786,895
61934,河南,河南尹,10,铁,787,831
61932,河南,河南尹,10,粮,788,849
61928,河南,河南尹,10,铁,788,1024
61938,河南,河南尹,10,石,789,804
61941,河南,河南尹,10,粮,789,860
61943,河南,河南尹,10,铁,790,909
61960,河南,河南尹,10,粮,794,954
61963,河南,河南尹,10,铁,795,804
61961,河南,河南尹,10,石,795,1030
61968,河南,河南尹,10,铜,797,900
61965,河南,河南尹,10,铁,798,799
61966,河南,河南尹,10,铜,798,822
61973,河南,河南尹,10,铁,801,998
61978,河南,河南尹,10,粮,802,783
61984,河南,河南尹,10,木,802,1031
61987,河南,河南尹,10,铜,803,1012
61994,河南,河南尹,10,石,806,1018
61999,河南,河南尹,10,木,807,840
61995,河南,河南尹,10,石,807,1034
61997,河南,河南尹,10,石,808,986
62005,河南,河南尹,10,木,810,1027
62012,河南,河南尹,10,粮,811,906
62011,河南,河南尹,10,铁,811,932
62010,河南,河南尹,10,粮,812,945
62009,河南,河南尹,10,粮,812,956
62016,河南,河南尹,10,粮,814,960
62023,河南,河南尹,10,粮,815,826
62030,河南,河南尹,10,粮,817,1021
62032,河南,河南尹,10,粮,822,937
62039,河南,河南尹,10,粮,824,875
62037,河南,河南尹,10,粮,824,931
62043,河南,河南尹,10,石,825,961
62042,河南,河南尹,10,铁,826,860
62044,河南,河南尹,10,木,827,1010
62051,河南,河南尹,10,粮,830,1018
62055,河南,河南尹,10,铁,831,877
62058,河南,河南尹,10,铜,833,909
62059,河南,河南尹,10,铁,833,952
62057,河南,河南尹,10,铜,834,863
62067,河南,河南尹,10,粮,835,888
62066,河南,河南尹,10,铁,835,891
62064,河南,河南尹,10,铁,836,915
62074,河南,河南尹,10,铁,837,979
62075,河南,河南尹,10,铁,838,994
62081,河南,河南尹,10,石,839,976
62080,河南,河南尹,10,石,840,991
62085,河南,河南尹,10,石,843,1005
62086,河南,河南尹,10,木,844,1005
62093,河南,河南尹,10,粮,846,1019
62098,河南,河南尹,10,铁,849,885
62097,河南,河南尹,10,木,850,865
62102,河南,河南尹,10,木,850,946
62103,河南,河南尹,10,木,850,991
62109,河南,河南尹,10,粮,851,914
62108,河南,河南尹,10,石,851,915
62105,河南,河南尹,10,粮,851,950
62111,河南,河南尹,10,木,852,892
62113,河南,河南尹,10,木,853,930
62114,河南,河南尹,10,粮,853,935
62118,河南,河南尹,10,石,856,941
62122,河南,河南尹,10,木,858,981
62123,河南,河南尹,10,石,860,909
62125,河南,河南尹,10,粮,861,868
62129,河南,河南尹,10,铁,861,1016
62127,河南,河南尹,10,粮,862,978
62128,河南,河南尹,10,铁,862,987
62132,河南,河南尹,10,粮,863,1010
62136,河南,河南尹,10,铜,864,880
62135,河南,河南尹,10,铁,864,891
62138,河南,河南尹,10,木,866,907
62141,河南,河南尹,10,铁,867,930
62148,河南,河南尹,10,粮,869,969
62152,河南,河南尹,10,石,871,906
62153,河南,河南尹,10,木,873,932
62156,河南,河南尹,10,铁,873,989
62159,河南,河南尹,10,木,878,940
62165,河南,河南尹,10,木,880,908
62162,河南,河南尹,10,粮,880,1000
62169,河南,河南尹,10,木,883,920
62170,河南,河南尹,10,粮,886,972
62172,河南,河南尹,10,粮,887,945
62176,河南,河南尹,10,铁,889,1025
62174,河南,河南尹,10,木,890,962
62175,河南,河南尹,10,木,890,1006
62180,河南,河南尹,10,铜,895,983
62181,河南,河南尹,10,铁,896,966
62184,河南,河南尹,10,粮,897,960
62186,河南,河南尹,10,木,897,976
62187,河南,河南尹,10,石,898,984
62189,河南,河南尹,10,粮,898,1003
62190,河南,河南尹,10,木,900,998
62194,河南,河南尹,10,铜,901,1004
62197,河南,河南尹,10,木,908,997
62199,河南,河南尹,10,铁,909,988
62201,河南,河南尹,10,铁,914,997
62205,河南,河南尹,10,石,927,1000
61565,河南,河南尹,9,木,659,987
61567,河南,河南尹,9,石,664,979
61571,河南,河南尹,9,石,665,850
61582,河南,河南尹,9,铁,668,840
61577,河南,河南尹,9,石,668,984
61583,河南,河南尹,9,石,669,836
61585,河南,河南尹,9,铁,669,869
61609,河南,河南尹,9,铜,669,1047
61587,河南,河南尹,9,木,670,871
61589,河南,河南尹,9,粮,670,903
61590,河南,河南尹,9,铜,670,904
61591,河南,河南尹,9,铜,670,961
61598,河南,河南尹,9,木,671,902
61594,河南,河南尹,9,木,672,990
61602,河南,河南尹,9,铁,673,835
61603,河南,河南尹,9,铁,673,837
61606,河南,河南尹,9,粮,673,1003
61604,河南,河南尹,9,粮,674,904
61605,河南,河南尹,9,木,674,1002
61618,河南,河南尹,9,木,675,878
61613,河南,河南尹,9,木,675,1033
61619,河南,河南尹,9,粮,676,833
61616,河南,河南尹,9,铜,676,959
61615,河南,河南尹,9,石,676,987
61610,河南,河南尹,9,石,676,1051
61622,河南,河南尹,9,铁,677,877
61628,河南,河南尹,9,粮,677,1006
61621,河南,河南尹,9,木,678,865
61635,河南,河南尹,9,铁,679,971
61634,河南,河南尹,9,粮,680,992
61631,河南,河南尹,9,粮,680,1056
61636,河南,河南尹,9,铁,682,823
61646,河南,河南尹,9,铁,683,913
61645,河南,河南尹,9,石,683,921
61647,河南,河南尹,9,粮,684,838
61641,河南,河南尹,9,铜,684,1025
61651,河南,河南尹,9,木,685,842
61650,河南,河南尹,9,石,686,840
61652,河南,河南尹,9,石,686,909
61653,河南,河南尹,9,木,686,1002
61656,河南,河南尹,9,石,687,947
61655,河南,河南尹,9,铁,687,980
61658,河南,河南尹,9,铜,688,892
61654,河南,河南尹,9,石,688,1014
61661,河南,河南尹,9,粮,689,844
61668,河南,河南尹,9,木,689,1049
61659,河南,河南尹,9,石,690,839
61662,河南,河南尹,9,铜,690,866
61667,河南,河南尹,9,铜,690,999
61673,河南,河南尹,9,铜,691,871
61672,河南,河南尹,9,铜,691,944
61671,河南,河南尹,9,铁,692,972
61675,河南,河南尹,9,铁,693,876
61678,河南,河南尹,9,木,695,1032
61685,河南,河南尹,9,铜,697,1013
61682,河南,河南尹,9,石,698,903
61694,河南,河南尹,9,铁,699,847
61691,河南,河南尹,9,石,699,885
61690,河南,河南尹,9,铁,699,968
61687,河南,河南尹,9,石,699,1031
61689,河南,河南尹,9,铜,700,985
61698,河南,河南尹,9,石,701,996
61695,河南,河南尹,9,铜,702,825
61696,河南,河南尹,9,铁,702,835
61702,河南,河南尹,9,粮,703,924
61699,河南,河南尹,9,粮,703,990
61703,河南,河南尹,9,粮,704,844
61707,河南,河南尹,9,木,705,977
61706,河南,河南尹,9,铁,706,954
61718,河南,河南尹,9,铜,707,817
61714,河南,河南尹,9,粮,707,921
61710,河南,河南尹,9,铁,707,1012
61717,河南,河南尹,9,铜,708,815
61715,河南,河南尹,9,石,708,915
61713,河南,河南尹,9,铁,708,941
61712,河南,河南尹,9,铁,708,987
61721,河南,河南尹,9,粮,709,933
61720,河南,河南尹,9,木,710,914
61727,河南,河南尹,9,石,711,959
61726,河南,河南尹,9,木,711,976
61724,河南,河南尹,9,铁,711,994
61728,河南,河南尹,9,粮,712,896
61732,河南,河南尹,9,粮,713,924
61730,河南,河南尹,9,石,714,854
61731,河南,河南尹,9,石,714,886
61738,河南,河南尹,9,粮,715,833
61737,河南,河南尹,9,铜,716,934
61736,河南,河南尹,9,铜,716,968
61739,河南,河南尹,9,粮,718,860
61748,河南,河南尹,9,石,719,828
61746,河南,河南尹,9,铜,719,907
61749,河南,河南尹,9,木,722,808
61750,河南,河南尹,9,铜,722,969
61755,河南,河南尹,9,石,723,909
61753,河南,河南尹,9,粮,723,1005
61758,河南,河南尹,9,铜,725,832
61769,河南,河南尹,9,铁,725,1024
61757,河南,河南尹,9,木,726,799
61761,河南,河南尹,9,石,726,925
61764,河南,河南尹,9,石,726,959
61765,河南,河南尹,9,木,726,986
61766,河南,河南尹,9,铁,726,991
61775,河南,河南尹,9,石,727,802
61772,河南,河南尹,9,铁,727,917
61778,河南,河南尹,9,铁,730,957
61782,河南,河南尹,9,石,732,834
61780,河南,河南尹,9,铁,732,935
61784,河南,河南尹,9,铁,734,878
61786,河南,河南尹,9,铁,734,914
61798,河南,河南尹,9,铁,735,799
61797,河南,河南尹,9,铁,735,871
61794,河南,河南尹,9,粮,735,885
61793,河南,河南尹,9,粮,735,886
61791,河南,河南尹,9,石,735,942
61790,河南,河南尹,9,石,735,953
61796,河南,河南尹,9,木,736,874
61789,河南,河南尹,9,铁,736,1007
61787,河南,河南尹,9,木,736,1025
61800,河南,河南尹,9,木,737,973
61801,河南,河南尹,9,木,737,998
61799,河南,河南尹,9,粮,738,875
61809,河南,河南尹,9,粮,739,810
61808,河南,河南尹,9,铁,739,835
61807,河南,河南尹,9,木,739,838
61805,河南,河南尹,9,铁,739,861
61812,河南,河南尹,9,石,741,809
61811,河南,河南尹,9,粮,742,782
61814,河南,河南尹,9,木,742,837
61821,河南,河南尹,9,石,744,819
61818,河南,河南尹,9,石,744,868
61823,河南,河南尹,9,木,746,943
61824,河南,河南尹,9,石,746,958
61831,河南,河南尹,9,铜,747,802
61826,河南,河南尹,9,铁,747,876
61839,河南,河南尹,9,木,752,795
61837,河南,河南尹,9,铁,752,841
61836,河南,河南尹,9,石,752,903
61840,河南,河南尹,9,铁,754,828
61844,河南,河南尹,9,木,754,925
61851,河南,河南尹,9,铁,755,864
61847,河南,河南尹,9,铜,756,929
61846,河南,河南尹,9,铁,756,1002
61852,河南,河南尹,9,木,757,811
61853,河南,河南尹,9,石,758,848
61855,河南,河南尹,9,木,759,1016
61857,河南,河南尹,9,木,761,793
61861,河南,河南尹,9,木,761,909
61864,河南,河南尹,9,木,762,1003
61866,河南,河南尹,9,铜,763,938
61868,河南,河南尹,9,石,764,841
61870,河南,河南尹,9,石,765,862
61871,河南,河南尹,9,铁,765,866
61872,河南,河南尹,9,石,765,878
61881,河南,河南尹,9,铜,767,801
61876,河南,河南尹,9,木,767,902
61882,河南,河南尹,9,石,769,840
61891,河南,河南尹,9,石,771,792
61885,河南,河南尹,9,铁,771,1016
61893,河南,河南尹,9,石,773,803
61894,河南,河南尹,9,粮,773,821
61898,河南,河南尹,9,木,774,1025
61903,河南,河南尹,9,粮,775,851
61900,河南,河南尹,9,铁,775,941
61899,河南,河南尹,9,铜,775,1008
61902,河南,河南尹,9,铁,776,861
61901,河南,河南尹,9,石,776,931
61906,河南,河南尹,9,石,777,958
61910,河南,河南尹,9,粮,780,785
61907,河南,河南尹,9,石,780,880
61913,河南,河南尹,9,石,781,908
61919,河南,河南尹,9,石,784,797
61921,河南,河南尹,9,铁,786,849
61923,河南,河南尹,9,木,786,954
61924,河南,河南尹,9,木,786,963
61926,河南,河南尹,9,石,786,1006
61935,河南,河南尹,9,粮,787,803
61931,河南,河南尹,9,木,787,880
61929,河南,河南尹,9,铜,787,985
61948,河南,河南尹,9,粮,787,1030
61945,河南,河南尹,9,粮,789,944
61936,河南,河南尹,9,铁,790,794
61937,河南,河南尹,9,粮,790,798
61939,河南,河南尹,9,铁,790,834
61940,河南,河南尹,9,粮,790,851
61946,河南,河南尹,9,粮,790,972
61949,河南,河南尹,9,铜,790,1031
61952,河南,河南尹,9,石,791,934
61950,河南,河南尹,9,铜,791,998
61953,河南,河南尹,9,粮,792,938
61957,河南,河南尹,9,粮,793,803
67501,河南,河南尹,9,铜,793,925
61958,河南,河南尹,9,石,794,878
61964,河南,河南尹,9,石,795,796
61962,河南,河南尹,9,木,795,934
61967,河南,河南尹,9,粮,798,863
61970,河南,河南尹,9,石,798,1011
61976,河南,河南尹,9,铁,800,934
61974,河南,河南尹,9,木,800,980
61972,河南,河南尹,9,石,800,999
61980,河南,河南尹,9,铜,801,806
61979,河南,河南尹,9,粮,802,794
61983,河南,河南尹,9,石,802,1015
61988,河南,河南尹,9,铁,803,1010
61990,河南,河南尹,9,铁,804,811
61992,河南,河南尹,9,木,805,846
61991,河南,河南尹,9,木,806,792
61996,河南,河南尹,9,粮,808,1031
62002,河南,河南尹,9,木,809,855
62000,河南,河南尹,9,铜,810,802
62001,河南,河南尹,9,铜,810,835
62013,河南,河南尹,9,粮,812,884
62015,河南,河南尹,9,木,813,879
62018,河南,河南尹,9,粮,813,983
62024,河南,河南尹,9,粮,815,812
62022,河南,河南尹,9,木,816,891
62021,河南,河南尹,9,石,816,943
62025,河南,河南尹,9,石,817,868
62027,河南,河南尹,9,粮,818,874
62029,河南,河南尹,9,石,818,984
62033,河南,河南尹,9,木,821,964
62034,河南,河南尹,9,粮,821,990
62038,河南,河南尹,9,铁,823,892
62036,河南,河南尹,9,铁,823,942
62035,河南,河南尹,9,粮,823,949
62041,河南,河南尹,9,木,826,839
62048,河南,河南尹,9,铜,827,858
62047,河南,河南尹,9,石,827,888
62046,河南,河南尹,9,铜,827,951
62045,河南,河南尹,9,铁,828,1005
62049,河南,河南尹,9,木,830,878
62050,河南,河南尹,9,木,830,961
62053,河南,河南尹,9,石,831,961
62052,河南,河南尹,9,铜,831,974
62056,河南,河南尹,9,粮,832,848
62054,河南,河南尹,9,石,832,933
62060,河南,河南尹,9,木,834,987
62068,河南,河南尹,9,铜,835,842
62065,河南,河南尹,9,铜,836,901
62062,河南,河南尹,9,粮,836,959
62061,河南,河南尹,9,木,836,996
62069,河南,河南尹,9,粮,838,840
62073,河南,河南尹,9,铁,838,975
62076,河南,河南尹,9,铁,838,1019
62079,河南,河南尹,9,木,839,993
62078,河南,河南尹,9,铜,840,998
62077,河南,河南尹,9,粮,840,1008
62084,河南,河南尹,9,石,841,938
62087,河南,河南尹,9,木,843,967
62088,河南,河南尹,9,石,844,902
62095,河南,河南尹,9,铁,847,882
62094,河南,河南尹,9,木,848,928
62096,河南,河南尹,9,石,849,863
62099,河南,河南尹,9,石,850,924
62107,河南,河南尹,9,石,851,920
62106,河南,河南尹,9,石,851,949
62110,河南,河南尹,9,铁,852,913
62104,河南,河南尹,9,铁,852,1009
62112,河南,河南尹,9,木,853,921
62117,河南,河南尹,9,铁,853,993
62116,河南,河南尹,9,木,854,985
62124,河南,河南尹,9,铁,859,883
62126,河南,河南尹,9,铜,862,892
62131,河南,河南尹,9,铁,863,1013
62133,河南,河南尹,9,铜,864,979
62139,河南,河南尹,9,木,866,941
62143,河南,河南尹,9,粮,867,894
62142,河南,河南尹,9,石,867,928
62140,河南,河南尹,9,粮,868,992
62144,河南,河南尹,9,石,869,884
62145,河南,河南尹,9,木,869,892
62146,河南,河南尹,9,铁,870,901
62147,河南,河南尹,9,铜,870,902
62149,河南,河南尹,9,铜,870,979
62155,河南,河南尹,9,铜,873,968
62154,河南,河南尹,9,石,874,958
62158,河南,河南尹,9,石,877,913
62160,河南,河南尹,9,粮,878,980
62164,河南,河南尹,9,粮,879,950
62161,河南,河南尹,9,铜,879,1012
62167,河南,河南尹,9,木,883,977
62166,河南,河南尹,9,石,884,1014
62177,河南,河南尹,9,木,891,995
62178,河南,河南尹,9,粮,892,985
62179,河南,河南尹,9,石,894,1002
62182,河南,河南尹,9,铜,896,932
62188,河南,河南尹,9,铁,897,987
62185,河南,河南尹,9,木,898,961
62192,河南,河南尹,9,铁,899,975
62191,河南,河南尹,9,粮,899,978
62195,河南,河南尹,9,石,904,1002
62198,河南,河南尹,9,石,909,985
62200,河南,河南尹,9,铁,911,984
62203,河南,河南尹,9,石,918,990
61564,河南,河南尹,8,铜,657,929
61561,河南,河南尹,8,铜,657,971
61566,河南,河南尹,8,铜,661,961
61569,河南,河南尹,8,铜,664,855
61575,河南,河南尹,8,铜,665,947
61579,河南,河南尹,8,铜,667,923
61576,河南,河南尹,8,铜,668,1007
61586,河南,河南尹,8,铜,670,870
61588,河南,河南尹,8,铜,670,879
61608,河南,河南尹,8,铜,670,1051
61600,河南,河南尹,8,铜,671,862
61596,河南,河南尹,8,铜,671,950
61601,河南,河南尹,8,铜,672,837
61597,河南,河南尹,8,铜,672,922
61611,河南,河南尹,8,铜,675,1046
61625,河南,河南尹,8,铜,677,906
61629,河南,河南尹,8,铜,677,1009
61630,河南,河南尹,8,铜,677,1011
61627,河南,河南尹,8,铜,678,1005
61632,河南,河南尹,8,铜,680,1055
125463,河南,河南尹,8,铜,681,1014
61639,河南,河南尹,8,铜,681,1031
61638,河南,河南尹,8,铜,681,1041
61643,河南,河南尹,8,铜,683,985
61640,河南,河南尹,8,铜,684,1037
61649,河南,河南尹,8,铜,686,823
61657,河南,河南尹,8,铜,688,916
61669,河南,河南尹,8,铜,690,1054
61670,河南,河南尹,8,铜,691,975
61676,河南,河南尹,8,铜,693,878
61679,河南,河南尹,8,铜,696,839
61680,河南,河南尹,8,铜,697,866
61683,河南,河南尹,8,铜,697,949
61692,河南,河南尹,8,铜,699,860
61697,河南,河南尹,8,铜,702,994
61701,河南,河南尹,8,铜,703,930
61704,河南,河南尹,8,铜,704,842
61722,河南,河南尹,8,铜,710,985
61729,河南,河南尹,8,铜,714,847
61734,河南,河南尹,8,铜,714,990
61741,河南,河南尹,8,铜,717,901
61742,河南,河南尹,8,铜,717,976
61740,河南,河南尹,8,铜,718,876
61743,河南,河南尹,8,铜,718,1026
61745,河南,河南尹,8,铜,719,1003
61752,河南,河南尹,8,铜,723,1011
61751,河南,河南尹,8,铜,723,1018
61762,河南,河南尹,8,铜,725,948
61767,河南,河南尹,8,铜,726,998
61774,河南,河南尹,8,铜,727,812
61776,河南,河南尹,8,铜,729,860
61777,河南,河南尹,8,铜,729,868
61783,河南,河南尹,8,铜,733,875
61785,河南,河南尹,8,铜,734,895
61795,河南,河南尹,8,铜,736,876
61792,河南,河南尹,8,铜,736,940
61806,河南,河南尹,8,铜,739,855
61803,河南,河南尹,8,铜,740,886
61813,河南,河南尹,8,铜,741,836
61810,河南,河南尹,8,铜,742,775
61820,河南,河南尹,8,铜,744,831
61828,河南,河南尹,8,铜,748,849
61827,河南,河南尹,8,铜,748,869
61825,河南,河南尹,8,铜,748,1015
61838,河南,河南尹,8,铜,752,826
61842,河南,河南尹,8,铜,753,914
61841,河南,河南尹,8,铜,754,908
61849,河南,河南尹,8,铜,755,910
61848,河南,河南尹,8,铜,755,933
61850,河南,河南尹,8,铜,756,896
61854,河南,河南尹,8,铜,758,954
61862,河南,河南尹,8,铜,761,913
61869,河南,河南尹,8,铜,764,811
61878,河南,河南尹,8,铜,768,851
61883,河南,河南尹,8,铜,769,856
61884,河南,河南尹,8,铜,770,1012
61887,河南,河南尹,8,铜,771,931
61889,河南,河南尹,8,铜,772,835
61888,河南,河南尹,8,铜,772,844
61895,河南,河南尹,8,铜,773,852
61905,河南,河南尹,8,铜,777,925
61917,河南,河南尹,8,铜,783,964
61920,河南,河南尹,8,铜,785,809
61927,河南,河南尹,8,铜,785,1016
61925,河南,河南尹,8,铜,786,965
61933,河南,河南尹,8,铜,787,841
61930,河南,河南尹,8,铜,788,885
61944,河南,河南尹,8,铜,789,936
61947,河南,河南尹,8,铜,789,1011
61942,河南,河南尹,8,铜,790,887
61951,河南,河南尹,8,铜,791,962
61954,河南,河南尹,8,铜,792,869
61955,河南,河南尹,8,铜,793,788
61956,河南,河南尹,8,铜,794,790
61969,河南,河南尹,8,铜,798,940
61977,河南,河南尹,8,铜,799,798
61975,河南,河南尹,8,铜,800,943
61971,河南,河南尹,8,铜,800,1001
61981,河南,河南尹,8,铜,802,853
61982,河南,河南尹,8,铜,802,896
61985,河南,河南尹,8,铜,802,1039
61986,河南,河南尹,8,铜,803,1021
61989,河南,河南尹,8,铜,804,983
61993,河南,河南尹,8,铜,806,941
61998,河南,河南尹,8,铜,808,983
62003,河南,河南尹,8,铜,809,942
62004,河南,河南尹,8,铜,810,1025
62006,河南,河南尹,8,铜,810,1038
62008,河南,河南尹,8,铜,812,963
62007,河南,河南尹,8,铜,812,966
62014,河南,河南尹,8,铜,813,873
62017,河南,河南尹,8,铜,813,974
62019,河南,河南尹,8,铜,814,987
62020,河南,河南尹,8,铜,814,990
62026,河南,河南尹,8,铜,818,869
62028,河南,河南尹,8,铜,818,939
62031,河南,河南尹,8,铜,820,843
62040,河南,河南尹,8,铜,824,844
62063,河南,河南尹,8,铜,836,958
62070,河南,河南尹,8,铜,838,845
62071,河南,河南尹,8,铜,838,956
62072,河南,河南尹,8,铜,838,962
62082,河南,河南尹,8,铜,840,908
62083,河南,河南尹,8,铜,842,929
62089,河南,河南尹,8,铜,845,862
62090,河南,河南尹,8,铜,846,924
62091,河南,河南尹,8,铜,846,960
62092,河南,河南尹,8,铜,846,1003
62101,河南,河南尹,8,铜,849,934
62100,河南,河南尹,8,铜,850,926
62115,河南,河南尹,8,铜,854,958
62120,河南,河南尹,8,铜,855,925
62121,河南,河南尹,8,铜,856,921
62119,河南,河南尹,8,铜,856,937
62134,河南,河南尹,8,铜,863,917
62130,河南,河南尹,8,铜,863,1015
62137,河南,河南尹,8,铜,865,893
62150,河南,河南尹,8,铜,869,1021
62151,河南,河南尹,8,铜,871,923
62157,河南,河南尹,8,铜,874,992
62163,河南,河南尹,8,铜,880,985
62168,河南,河南尹,8,铜,883,952
62173,河南,河南尹,8,铜,887,924
62171,河南,河南尹,8,铜,887,990
62183,河南,河南尹,8,铜,895,925
62193,河南,河南尹,8,铜,901,942
62196,河南,河南尹,8,铜,906,956
62202,河南,河南尹,8,铜,914,1001
62204,河南,河南尹,8,铜,926,1000
62206,河南,三川郡,10,石,423,959
62210,河南,三川郡,10,石,425,955
62212,河南,三川郡,10,铜,429,961
62218,河南,三川郡,10,石,439,954
62223,河南,三川郡,10,粮,442,942
62226,河南,三川郡,10,石,447,962
62227,河南,三川郡,10,铁,447,976
62225,河南,三川郡,10,铁,448,950
62230,河南,三川郡,10,木,449,1001
62239,河南,三川郡,10,铜,456,1011
62243,河南,三川郡,10,粮,458,964
62245,河南,三川郡,10,粮,459,935
62254,河南,三川郡,10,石,463,988
62257,河南,三川郡,10,木,463,1014
62256,河南,三川郡,10,石,464,1007
65768,河南,三川郡,10,粮,465,998
62261,河南,三川郡,10,粮,466,996
62262,河南,三川郡,10,粮,467,923
62269,河南,三川郡,10,铁,474,989
62273,河南,三川郡,10,木,475,919
62281,河南,三川郡,10,木,477,908
62282,河南,三川郡,10,铁,480,897
62287,河南,三川郡,10,铁,481,899
62286,河南,三川郡,10,木,481,968
62284,河南,三川郡,10,铜,481,1037
62285,河南,三川郡,10,石,482,978
62291,河南,三川郡,10,铁,483,1037
62288,河南,三川郡,10,粮,484,882
62290,河南,三川郡,10,木,484,911
62295,河南,三川郡,10,石,486,866
62296,河南,三川郡,10,铁,487,867
62298,河南,三川郡,10,石,487,908
62315,河南,三川郡,10,木,494,1026
62322,河南,三川郡,10,木,495,840
62323,河南,三川郡,10,铜,495,872
62326,河南,三川郡,10,铁,495,974
62333,河南,三川郡,10,粮,497,871
62334,河南,三川郡,10,粮,498,861
62330,河南,三川郡,10,木,498,922
62343,河南,三川郡,10,粮,501,941
62346,河南,三川郡,10,铁,502,873
65773,河南,三川郡,10,粮,502,1009
62350,河南,三川郡,10,粮,504,814
62355,河南,三川郡,10,铜,505,945
62363,河南,三川郡,10,石,507,1046
62360,河南,三川郡,10,木,508,835
62364,河南,三川郡,10,木,508,1059
62373,河南,三川郡,10,粮,509,820
62375,河南,三川郡,10,铁,511,863
62382,河南,三川郡,10,粮,513,800
62381,河南,三川郡,10,铜,513,802
62389,河南,三川郡,10,铁,515,930
62388,河南,三川郡,10,粮,516,921
62400,河南,三川郡,10,铜,517,825
62403,河南,三川郡,10,木,520,899
62408,河南,三川郡,10,木,520,1028
62414,河南,三川郡,10,木,521,1023
62418,河南,三川郡,10,木,522,861
